Index,Real,Predict_1,Predict_2,Predict_3,Predict_4,Predict_5,Predict_6,Predict_7,Predict_8,Predict_9,Predict_10,Predict_11,Predict_12,Predict_13,Predict_14,Predict_15,Predict_16,Predict_17,Predict_18,Predict_19,Predict_20,Predict_21,Predict_22,Predict_23,Predict_24,Predict_25,Predict_26,Predict_27,Predict_28,Predict_29
220,0.73746,0.7478283047676086,0.8672305345535278,0.6820481419563293,0.4010874927043915,0.838509202003479,0.6378838419914246,0.665601372718811,0.6998323798179626,0.8514991402626038,0.633800745010376,0.7723657488822937,0.7201492786407471,0.6863377094268799,0.7370607852935791,0.8736031651496887,0.7717798948287964,0.8301550149917603,0.7990391850471497,0.6575453877449036,0.7161458730697632,0.884709358215332,0.7459744215011597,0.806939959526062,0.6797434687614441,0.7646424174308777,0.5468595027923584,0.8655555248260498,0.5746687650680542,0.8329259157180786
221,0.60094,0.5489822030067444,0.7712627053260803,0.6641154885292053,0.792711079120636,0.7120737433433533,0.6261845827102661,0.5323870778083801,0.7070332765579224,0.6445071697235107,0.6766154170036316,0.5032705068588257,0.5807998180389404,0.6785573363304138,0.6608116030693054,0.6429367065429688,0.774349570274353,0.7000279426574707,0.4026314914226532,0.4708383083343506,0.6393798589706421,0.5256988406181335,0.607401430606842,0.3945918083190918,0.5510358214378357,0.5606731176376343,0.5388571619987488,0.6546778678894043,0.4588280022144317,0.7547445893287659
222,0.40782,0.2525729835033417,0.6600441336631775,0.5694712400436401,0.4924738705158233,0.4692743122577667,0.3836411535739898,0.4727205634117126,0.556347668170929,0.5185685157775879,0.4618816375732422,0.3697848320007324,0.4972530901432037,0.509329080581665,0.3596163690090179,0.364878386259079,0.2997033298015594,0.4897516965866089,0.5568928122520447,0.3382661938667297,0.2771923243999481,0.4260232150554657,0.2924552261829376,0.4311164915561676,0.4423676431179046,0.511113166809082,0.5184488296508789,0.4915150105953216,0.5957369208335876,0.5463513731956482
223,0.18509,0.1701481789350509,0.1558936089277267,0.1926882416009903,0.2954261898994446,0.2758578658103943,0.3710996806621551,0.1334369778633117,0.3497249782085418,0.2353598922491073,0.2611072361469269,0.2476620227098465,0.1048579663038253,0.281287133693695,0.193303570151329,0.2012134492397308,0.3280512988567352,0.3018600046634674,0.2492075264453888,0.1181223541498184,0.311675876379013,0.4009980261325836,0.1720349490642547,0.1681300401687622,0.25821253657341,0.4371399581432342,-0.0147340446710586,0.4173662662506103,0.2394426017999649,0.2016947716474533
224,-0.02964,-0.0073028611950576,-0.0512848161160945,-0.0065973047167062,0.0073967995122075,-0.2055910378694534,-0.0501281395554542,-0.0398211255669593,0.0255308113992214,-0.160290852189064,-0.1720963716506958,-0.0440333262085914,-0.0904097929596901,-0.0684078708291053,-0.0667944103479385,-0.0456671640276908,-0.0748384743928909,-0.0192622151225805,0.025383960455656,-0.037238236516714,0.0477192215621471,-0.0416140854358673,-0.1821130812168121,-0.0918520465493202,0.0715560093522071,0.0625646039843559,0.0254966467618942,0.1489392071962356,-0.0320275388658046,0.011299066245555878
225,-0.20856,-0.1440041661262512,-0.0241656247526407,-0.1562870293855667,-0.2560634315013885,-0.236554741859436,-0.1567387133836746,-0.3067476153373718,-0.186984971165657,-0.2927791774272918,-0.252555102109909,-0.1877360194921493,-0.2295824140310287,-0.244178831577301,-0.2229996770620346,-0.1831181943416595,-0.1272637099027633,-0.2017061412334442,-0.1830996870994568,-0.1733759194612503,-0.22200608253479,-0.1414722353219986,-0.2115442901849746,-0.2784487009048462,-0.3624323904514313,-0.3036682903766632,-0.2457756698131561,-0.0485590398311615,-0.1795232146978378,-0.29874885082244873
226,-0.33701,-0.3157533705234527,-0.3234106600284576,-0.3217760622501373,-0.4420885741710663,-0.3216420710086822,-0.4350226521492004,-0.4282407760620117,-0.5671940445899963,-0.3793568909168243,-0.3114647269248962,-0.2784422934055328,-0.3789378702640533,-0.3988875150680542,-0.3121917843818664,-0.3309398293495178,-0.2440733164548874,-0.3816792964935303,-0.3509390652179718,-0.4692819714546203,-0.4145717024803161,-0.3474379181861877,-0.3326740860939026,-0.3327184319496155,-0.3121457397937774,-0.3974818587303161,-0.4076389968395233,-0.1990503966808319,-0.3602574169635772,-0.4767788350582123
227,-0.40998,-0.4228911399841308,-0.2327910214662552,-0.3169625103473663,-0.5531361699104309,-0.3466929197311401,-0.4980742633342743,-0.4840854406356811,-0.398558497428894,-0.4179159998893738,-0.4990887939929962,-0.3445551097393036,-0.4320126175880432,-0.4857662618160248,-0.4213069379329681,-0.3226573765277862,-0.3464241325855255,-0.4942997694015503,-0.330994188785553,-0.5068036913871765,-0.4201342165470123,-0.393304169178009,-0.412911981344223,-0.4091503620147705,-0.348027765750885,-0.4081905484199524,-0.4517591297626495,-0.28134286403656,-0.4609932601451874,-0.4535885155200958
228,-0.42226,-0.4386168718338012,-0.4701879620552063,-0.4136084914207458,-0.4086180627346039,-0.3633261322975158,-0.4447007179260254,-0.5018292665481567,-0.3488641381263733,-0.4011668860912323,-0.427111268043518,-0.4429879784584045,-0.4648415446281433,-0.403496652841568,-0.4783611297607422,-0.4007597267627716,-0.3344860970973968,-0.4273396730422973,-0.3561192154884338,-0.4048247039318084,-0.3759948313236236,-0.3696708679199219,-0.3765642940998077,-0.4526974260807037,-0.3613740801811218,-0.4636692106723785,-0.4848872423171997,-0.357471615076065,-0.3432140052318573,-0.4750339984893799
229,-0.38341,-0.4535060226917267,-0.209720566868782,-0.2911283373832702,-0.3719808161258697,-0.3907239437103271,-0.3668152391910553,-0.4371519684791565,-0.3906899690628052,-0.3141810595989227,-0.3053010106086731,-0.4341496527194977,-0.4451441168785095,-0.3259595930576324,-0.3973561525344848,-0.3641521334648132,-0.2992431819438934,-0.3826451301574707,-0.3697982728481293,-0.3965182900428772,-0.5191567540168762,-0.3003390729427337,-0.4995451867580414,-0.4772250354290008,-0.3404399156570434,-0.4043367803096771,-0.4270671010017395,-0.3264675140380859,-0.3908411562442779,-0.3948649764060974
230,-0.31484,-0.3100149035453796,-0.2777895927429199,-0.3024997413158417,-0.3501104712486267,-0.4367153644561767,-0.3780371248722076,-0.3824139237403869,-0.3691206574440002,-0.3258602917194366,-0.2844901084899902,-0.301966518163681,-0.3405282497406006,-0.3788132667541504,-0.2916200459003448,-0.2769502103328705,-0.2898897528648376,-0.3022913634777069,-0.4733216464519501,-0.4128113985061645,-0.2645066976547241,-0.2714826166629791,-0.3662108480930328,-0.3799522221088409,-0.323710024356842,-0.2481599897146225,-0.383883535861969,-0.1997376382350921,-0.2375894784927368,-0.318976491689682
231,-0.24507,-0.4193414747714996,-0.2383414655923843,-0.1952055096626281,-0.2120531648397445,-0.3321910500526428,-0.2024264186620712,-0.2911306023597717,-0.3176978826522827,-0.3272589445114136,-0.1568332761526107,-0.2198935598134994,-0.2439649701118469,-0.245059922337532,-0.3666296899318695,-0.1477901488542556,-0.1820256859064102,-0.2142885625362396,-0.213506743311882,-0.2705256342887878,-0.1917373836040496,-0.1841419786214828,-0.2525165975093841,-0.3091157078742981,-0.2330116629600525,-0.1038427427411079,-0.3512952625751495,-0.2363841086626052,-0.3114683032035827,-0.29600682854652405
232,-0.20094,-0.2702995240688324,-0.1295089125633239,-0.3355478346347809,-0.1219582557678222,-0.2413607537746429,-0.2004852890968322,-0.2732387781143188,-0.1200342997908592,-0.2076531648635864,-0.1799005270004272,-0.1582074016332626,-0.1825885474681854,-0.2345690578222274,-0.1567126661539077,-0.1099943742156028,-0.1571947485208511,-0.3793946504592895,-0.1824817210435867,-0.117782674729824,-0.2527247965335846,-0.1235881298780441,-0.1398174464702606,-0.2672105729579925,-0.2562958002090454,-0.0909130051732063,-0.2256605178117752,-0.2926740348339081,-0.1413208544254303,-0.1372794806957245
233,-0.18568,-0.31504026055336,-0.0764138028025627,-0.1020241156220436,-0.0883048251271247,-0.1679768413305282,-0.1316123753786087,-0.209499716758728,-0.1125268638134002,-0.1818203330039978,-0.1820942014455795,-0.2599483430385589,-0.1276851892471313,-0.1845981925725937,-0.2107490748167038,-0.0754307806491851,-0.1480510085821151,-0.0888910889625549,-0.2127236127853393,-0.1376462280750274,-0.2261907160282135,-0.14592245221138,-0.1707998216152191,-0.2418534010648727,-0.1888868361711502,-0.2378563731908798,-0.1701214462518692,-0.0666702166199684,-0.2473428845405578,-0.1673160195350647
234,-0.18654,-0.2864665389060974,-0.0499310828745365,-0.1875176280736923,-0.1187545582652092,-0.1655929088592529,-0.0903048440814018,-0.214365005493164,-0.2232977151870727,-0.1237079873681068,-0.2205321192741394,-0.2118381708860397,-0.1976760923862457,-0.1941118836402893,-0.1814951002597808,-0.074806198477745,-0.0633015483617782,-0.1912069916725158,-0.0728241056203842,-0.1955815106630325,-0.1899253576993942,-0.0497376099228858,-0.3660289049148559,-0.1840932816267013,-0.0667017325758934,-0.1055181100964546,-0.1486629396677017,-0.0632570013403892,-0.2125748842954635,-0.18253721296787262
235,-0.18608,-0.1723759174346923,-0.0580247864127159,-0.1698519140481948,-0.2447909563779831,-0.2132158875465393,-0.135003313422203,-0.2075925767421722,-0.0972426310181617,-0.1714193075895309,-0.1811521500349044,-0.1880436837673187,-0.2261914759874344,-0.1639809608459472,-0.1468318551778793,-0.1023132801055908,-0.1838120371103286,-0.1820640116930008,-0.2215451449155807,-0.0692993476986885,-0.1333234161138534,-0.0688395425677299,-0.0883856117725372,-0.1905742883682251,-0.0893809050321579,-0.2993647456169128,-0.1549697369337082,-0.0959779918193817,-0.1522294282913208,-0.13190191984176636
236,-0.18079,-0.3001677095890045,-0.1281417906284332,-0.0906138345599174,-0.1640783548355102,-0.2533650398254394,-0.1733970642089843,-0.1567294746637344,-0.1336231529712677,-0.1476584076881408,-0.2969107925891876,-0.2479784190654754,-0.180079847574234,-0.1695646345615387,-0.1876278668642044,-0.2049826830625534,-0.0984185561537742,-0.2110975086688995,-0.1860302537679672,-0.1194421872496604,-0.2324301153421402,-0.1295425146818161,-0.1090545728802681,-0.2167427241802215,-0.1985479295253753,-0.124362014234066,-0.1707869917154312,-0.109192170202732,-0.1472325772047042,-0.27580052614212036
237,-0.17098,-0.1932304054498672,-0.245267167687416,-0.1423403024673462,-0.183242380619049,-0.1482624113559723,-0.128259003162384,-0.2012806832790374,-0.1610469967126846,-0.0868823900818824,-0.1299505978822708,-0.2450754046440124,-0.145254835486412,-0.1652501374483108,-0.1923789530992508,-0.0981892198324203,-0.1493581235408783,-0.3662102818489074,-0.1402681767940521,-0.16517274081707,-0.0718418434262275,-0.1991428732872009,-0.1601460725069046,-0.2164337337017059,-0.2724118530750274,-0.2508857548236847,-0.1968393623828888,-0.0803823173046112,-0.1107210665941238,-0.12423215806484222
238,-0.15938,-0.2652009427547455,-0.0332004465162754,-0.1565633714199066,-0.0679390057921409,-0.0840310901403427,-0.107005663216114,-0.1640330553054809,-0.1476736962795257,-0.1359259337186813,-0.197560578584671,-0.1868209391832351,-0.1548902690410614,-0.098171480000019,-0.2489242553710937,-0.1267397254705429,-0.1091329082846641,-0.0890028327703476,-0.1913866698741912,-0.2755970358848572,-0.1650761067867279,-0.0099446401000022,-0.0671277493238449,-0.2259098589420318,-0.1801207959651947,-0.1184451952576637,-0.1432404667139053,-0.0714260190725326,-0.1618367284536361,-0.17077642679214478
239,-0.15588,-0.1105357110500335,-0.0702763274312019,-0.0984866991639137,-0.0927886366844177,-0.0792930275201797,-0.1439579129219055,-0.1422155350446701,-0.1963187754154205,-0.1886006891727447,-0.218166097998619,-0.096376821398735,-0.2286316752433776,-0.1165452152490615,-0.2521877884864807,-0.1011836007237434,-0.066328190267086,-0.0322631001472473,-0.1079250797629356,-0.1330172568559646,-0.1672648787498474,0.0452492088079452,-0.0420451946556568,-0.2056287825107574,-0.2099130898714065,-0.22579225897789,-0.1663615107536316,-0.131924569606781,-0.0760276168584823,-0.08140894770622253
240,-0.16817,-0.1887339502573013,-0.0261773467063903,-0.1828848868608474,-0.2143959552049636,-0.225439116358757,-0.1228769123554229,-0.1777323335409164,-0.1412965059280395,-0.1905657947063446,-0.0884229838848114,-0.181041345000267,-0.2747570872306824,-0.1585475355386734,-0.2046927660703659,-0.1362570077180862,0.0391460880637168,-0.0825231522321701,-0.078855499625206,-0.0942142829298973,-0.070585124194622,-0.0109031246975064,-0.2649206519126892,-0.1859370172023773,-0.1064358204603195,-0.1963202804327011,-0.2171083390712738,-0.0106224501505494,-0.162201777100563,-0.16219234466552734
241,-0.19957,-0.1744442582130432,-0.0661622807383537,-0.1270613670349121,-0.0923354476690292,-0.2724932134151459,-0.2100531458854675,-0.177254781126976,-0.0888410732150077,-0.1790966242551803,-0.1709463000297546,-0.4576064944267273,-0.3177892565727234,-0.0880826637148857,-0.1730376780033111,-0.1027243807911872,-0.0432764291763305,-0.170927807688713,-0.2525845468044281,-0.2484344393014907,-0.1757341921329498,-0.120516188442707,-0.1792127192020416,-0.271549254655838,-0.1759818345308303,-0.0281154569238424,-0.2464729249477386,-0.2579911649227142,-0.2470771223306656,-0.1071336418390274
242,-0.25711,-0.2592945098876953,-0.1261326968669891,-0.1858022511005401,-0.2136653065681457,-0.2249196618795395,-0.2979411780834198,-0.2255185693502426,-0.3145411908626556,-0.1790615171194076,-0.3380644619464874,-0.2021315842866897,-0.3250446915626526,-0.1817759722471237,-0.3769752085208893,-0.2600857615470886,-0.1007052958011627,-0.1944988220930099,-0.2709522247314453,-0.3040937483310699,-0.2364584803581237,-0.3492844700813293,-0.3055307269096374,-0.3291970789432525,-0.1937940269708633,-0.2568269371986389,-0.2891134023666382,-0.1784950792789459,-0.1791102141141891,-0.2492017149925232
243,-0.33952,-0.3278203010559082,-0.2612390220165252,-0.2861852943897247,-0.3041809499263763,-0.4086610972881317,-0.305242508649826,-0.3527911305427551,-0.378496378660202,-0.2552936971187591,-0.2716041803359985,-0.3571056127548218,-0.3442742228507995,-0.2864063382148742,-0.3752000033855438,-0.3023411929607391,-0.326263278722763,-0.3162057995796203,-0.3233068585395813,-0.4391902983188629,-0.4081261754035949,-0.3494749367237091,-0.284330815076828,-0.3500277698040008,-0.2669491767883301,-0.384846568107605,-0.3390522003173828,-0.3364993333816528,-0.2651156187057495,-0.27359455823898315
244,-0.43918,-0.4369958639144897,-0.3682563602924347,-0.3929889500141144,-0.4603643417358398,-0.5243431329727173,-0.4357753992080688,-0.4925336241722107,-0.429548442363739,-0.5123862028121948,-0.4952497482299804,-0.3737675547599792,-0.4182361364364624,-0.4029902219772339,-0.4922176301479339,-0.3563794791698456,-0.3349966704845428,-0.4721775949001312,-0.4328969120979309,-0.3750959932804107,-0.4354341328144073,-0.4317277669906616,-0.4727836847305298,-0.4745949506759643,-0.3982634842395782,-0.2797392010688782,-0.5161103010177612,-0.6399915218353271,-0.3756824433803558,-0.4198405146598816
245,-0.54918,-0.581203818321228,-0.4059879779815674,-0.6286846995353699,-0.5554872751235962,-0.7013651132583618,-0.5185044407844543,-0.6520637273788452,-0.5180336833000183,-0.5453548431396484,-0.5551545023918152,-0.482241690158844,-0.5730621814727783,-0.5635290741920471,-0.6126654744148254,-0.4968615174293518,-0.474514365196228,-0.5648571252822876,-0.5796775817871094,-0.5731529593467712,-0.6044011116027832,-0.6052452325820923,-0.6673904657363892,-0.6105599403381348,-0.5324456691741943,-0.4535081088542938,-0.602257251739502,-0.59419846534729,-0.4896853268146515,-0.4878155589103699
246,-0.6688,-0.6194499731063843,-0.5933196544647217,-0.6931019425392151,-0.61775141954422,-0.7698528170585632,-0.6347315907478333,-0.6577467322349548,-0.7831411957740784,-0.6134138703346252,-0.6715256571769714,-0.6965787410736084,-0.7234614491462708,-0.6890486478805542,-0.692814290523529,-0.5736793875694275,-0.573785126209259,-0.623656153678894,-0.6358593702316284,-0.6213556528091431,-0.6455642580986023,-0.5300330519676208,-0.6831465363502502,-0.7187150716781616,-0.6356651186943054,-0.6954904198646545,-0.6899272799491882,-0.5883124470710754,-0.6453285217285156,-0.6390805840492249
247,-0.79607,-0.8156089782714844,-0.6862456798553467,-0.75323086977005,-0.7674658298492432,-0.8487218022346497,-0.8078712821006775,-0.7424516081809998,-0.7472289204597473,-0.75825434923172,-0.8218489289283752,-0.7784340381622314,-0.7870156764984131,-0.7973588705062866,-0.8359976410865784,-0.7547779083251953,-0.6993009448051453,-0.86611008644104,-0.715984582901001,-0.7416143417358398,-0.7526882290840149,-0.797260582447052,-0.8029733300209045,-0.7467925548553467,-0.725267767906189,-0.6577299237251282,-0.8381615281105042,-0.7842183709144592,-0.8385307192802429,-0.7606526613235474
248,-0.92003,-0.8560620546340942,-0.7756190299987793,-0.8637510538101196,-0.8617157340049744,-0.8528279662132263,-0.8858696222305298,-0.904158055782318,-0.8757900595664978,-0.8628271222114563,-0.8812013864517212,-0.8669220805168152,-0.914987325668335,-0.8672645092010498,-0.9196200370788574,-0.7977271676063538,-0.7740263342857361,-0.9306113123893738,-0.8659828305244446,-0.8230329751968384,-0.8795133829116821,-0.8588725328445435,-0.9309536814689636,-0.8625205755233765,-0.8806124925613403,-0.871870219707489,-0.9097079038619996,-0.7802994847297668,-0.9301180839538574,-0.8473013043403625
249,-1.02057,-1.0603684186935425,-0.9142638444900512,-1.0097625255584717,-0.9805179834365844,-1.0675692558288574,-1.0310404300689695,-1.0365906953811646,-1.0072063207626345,-0.947159230709076,-1.0248931646347046,-0.9694199562072754,-1.04446542263031,-0.9926055073738098,-1.0315049886703491,-0.9341177344322203,-0.8983463644981384,-0.9629464745521544,-1.010241985321045,-0.9751145839691162,-0.9891974329948424,-1.0194027423858645,-0.9866515398025512,-1.0232000350952148,-0.9985063076019288,-0.9768182635307312,-0.985472559928894,-0.9665403366088868,-0.963492512702942,-0.9635261297225952
250,-1.08691,-1.0370750584542752,-1.008624596025944,-1.025982267906666,-1.078472615133524,-1.1695951074397564,-1.089351360445023,-1.0520229282808304,-1.0823548747599123,-1.0380020215535164,-1.0977406501841545,-1.158076680201292,-1.0261483700299263,-1.0577759130704405,-1.0731043077611924,-1.1301964388120176,-1.160597468674183,-1.06820580514431,-1.068156918269396,-1.103804132692814,-1.0972253560972214,-1.1533595686531066,-1.0833426161360742,-1.050879654916525,-1.101384326760769,-1.0574586202645302,-1.06015891228199,-1.1430017800009251,-1.0500591481781003,-1.1247005348086359
251,-1.11604,-1.1759968342721463,-1.0136884457564357,-1.0464662460005285,-1.1082016864061357,-1.256286825608015,-1.179144092003107,-1.1148667228543758,-1.1395213742613792,-1.1616852488291265,-1.0972391350233557,-1.2588144091677669,-1.090046913086176,-1.1122089001297952,-1.1887291282773018,-1.208296335902214,-1.2776007480609417,-1.1028309252524375,-1.0735250368893148,-1.189188929154873,-1.2413268756270408,-1.1647313352668285,-1.1287964621663094,-1.058144546532631,-1.1212101251912117,-1.106761505496502,-1.0408638856363297,-1.151338407816887,-1.1685769769251346,-1.193237290904522
252,-1.10855,-1.191676308450699,-0.9446447006797792,-1.0038208471202852,-1.1187525687766076,-1.3384299881327153,-1.1708878727149965,-1.1344114689421654,-1.1785625458192823,-1.152023201570511,-1.112668134750128,-1.3457420678520202,-1.150994878425598,-1.0854307840788364,-1.1643532641839982,-1.2435382988953592,-1.3225385449945928,-1.097555106562376,-1.085436069146395,-1.2087419803488255,-1.3933680766487122,-1.158977972972393,-1.1427256352210045,-1.036757954400778,-1.117690647702217,-1.213545918006897,-1.01265521504879,-1.2037670330047607,-1.200839105577469,-1.2593561285924912
253,-1.06365,-1.272387217667103,-0.8578495461893082,-0.985462787451744,-1.1519152351903916,-1.4557952946472168,-1.191650638122559,-1.093090356990099,-1.1639336675703529,-1.1302868512177469,-1.0942238152289392,-1.411996429772377,-1.1346470319533348,-1.0610226433229446,-1.133539621547461,-1.2196137418210506,-1.4351276604557035,-1.0878724852907655,-1.051863054987192,-1.264875249142647,-1.5138268464565277,-1.2259884770584106,-1.0732339806687832,-1.010964559687376,-1.1847011517882349,-1.204197954763174,-0.913841628178358,-1.2033385650277135,-1.1920349380350113,-1.3182682104074956
254,-0.98662,-1.3002421662330628,-0.685731883533001,-0.8954561994099618,-1.103582159855366,-1.519307461514473,-1.186082441945076,-1.041735355526209,-1.1933573374390605,-1.076436920361519,-1.0365510817563537,-1.5244175555860997,-1.1775379977226257,-1.0373425206232072,-1.0877065719199182,-1.2181286378371716,-1.5326798149514198,-1.0101387678813936,-0.9365170217847824,-1.2410178879272935,-1.798081468169093,-1.1998198425483704,-1.0209971279323102,-0.9213958772432804,-1.1057182709109783,-1.2326899427223206,-0.8157604006695748,-1.1656084677290917,-1.1575019291043285,-1.3643651359081268
255,-0.89086,-1.2833375001430511,-0.5247139952635765,-0.7487802857220174,-1.06220574344635,-1.5715882935631276,-1.0900827760446072,-0.9970948436427116,-1.1243226524782182,-1.045975300974846,-0.9865337686419487,-1.6797458798766136,-1.2041209437787532,-0.9631960428190232,-1.035759265384674,-1.1632209384596348,-1.5889325640225411,-0.8953278477692604,-0.8171622648394108,-1.178040079140663,-2.0485198682385684,-1.1474282128334046,-0.829143512994051,-0.803378997399807,-1.0448624167490006,-1.2112463473618031,-0.6173676471424103,-1.199243015174866,-1.0975133922791482,-1.3950377804923058
256,-0.80194,-1.3152764846646787,-0.3269312895345688,-0.6567168626379967,-1.0235128200900556,-1.5610547764146327,-1.0089764305233957,-0.8957079951286316,-1.0927523014187814,-0.9328774977612496,-0.9049674334907531,-1.7880032218402624,-1.187687592463493,-0.9075859957134724,-0.8946347489094735,-1.1023609317445755,-1.6826982507413626,-0.8172658899140358,-0.7571025683546067,-1.0966908092641832,-2.279622376765013,-1.0599335419011116,-0.658905069359541,-0.6927410156297684,-0.9619208315181732,-1.1932958041524888,-0.378734955483675,-1.1594264487051964,-1.027180090718269,-1.4405586336290837
257,-0.74604,-1.3031610335445405,-0.0087290744996071,-0.5111691221213341,-0.9851360570251942,-1.582406732478738,-0.8665264946055413,-0.7958683501422406,-0.9972783109879494,-0.7949710211718083,-0.8002326834309101,-2.031717600332499,-1.1302536307930946,-0.8114017299532891,-0.6680650352001191,-0.998781346451044,-1.8218889043712616,-0.6593182483911515,-0.6492722787249089,-0.958813778051138,-2.488165668795109,-1.0135836881673337,-0.5137089745879174,-0.5408710130465031,-0.8312403635478021,-1.0398261248707772,-0.0879127879440784,-1.0963652113521098,-0.9390225213122368,-1.512191495552063
258,-0.73276,-1.2894798811602592,0.2920195824289321,-0.4539812935972214,-0.8987244474375249,-1.5881985058891774,-0.6749560082864762,-0.617581692378521,-0.8799384860491754,-0.717130847401619,-0.6360265781569482,-2.2183440947031974,-1.1154095747935773,-0.6574824424242974,-0.5714147397327424,-0.8755337597441674,-1.962197444165945,-0.4896034039497376,-0.4122177459895611,-0.7910968778991699,-2.4982161685192588,-0.8042502785372735,-0.3519077638053894,-0.2988169951534272,-0.7667568767642975,-0.9577831898772716,0.3173965893197059,-1.0092437039399147,-0.8615204031133652,-1.6103982434153556
259,-0.7585,-1.1952405202615262,0.507753020119667,-0.300629018316269,-0.7474954480481149,-1.606345729112625,-0.4511301884019375,-0.5203222928750515,-0.7577847195744515,-0.5082106168031693,-0.5435648874819279,-2.2779016153937577,-1.109693774229288,-0.5407005696177483,-0.3977525160825253,-0.7461977752101422,-1.8795555977666376,-0.3375116172814369,-0.2079976392221451,-0.6583046479344369,-2.6683429179134968,-0.8780766322493554,-0.1406879625618458,-0.0676460638773441,-0.6250393002080917,-0.7399057135295868,0.7264536457395553,-0.9469210547780992,-0.7969213998532295,-1.7323399465543032
260,-0.81532,-1.1432890611732007,0.9574144955801964,-0.1021762415218353,-0.6679000655913353,-1.6303701362133027,-0.2395574201464653,-0.3768955632209778,-0.6730329987049103,-0.368491362041235,-0.3672914629530907,-2.482070004000068,-1.021338581047058,-0.3779846646428109,-0.1657072836303711,-0.6024056208848954,-2.0533637270319463,-0.2120056079554558,0.0693072130274772,-0.3965431793737412,-2.873031555357576,-0.6545016643214226,0.1306400445365905,0.1805952581071853,-0.4918650353598595,-0.6017098794913293,1.2136594861245156,-0.8877275431156159,-0.764135860760212,-1.8491640055251122
261,-0.90086,-1.0760292151498796,1.3017053141021728,0.0539084136867522,-0.5417522980618478,-1.678698870242834,0.1139452711296081,-0.173918013586998,-0.5118839275085927,-0.1667401368331909,-0.2143625593340397,-2.477536265420914,-0.9941563460803032,-0.1383974520325661,0.051165841128826,-0.4604494612789154,-2.1542433978128432,-0.1739563303267956,0.3001721766424178,-0.164658952729702,-3.001770516009927,-0.4619523079895973,0.32264692643404,0.4502967856645584,-0.3830417192864419,-0.3485147504329682,1.6887942322063445,-0.7841874070763588,-0.7162705139040948,-1.9884882958632708
262,-1.00988,-0.9991865978813173,1.7527258069348337,0.2664961036658286,-0.375973696436882,-1.7499938653469087,0.4301353854441642,-0.0275667540490627,-0.4009284641802311,-0.0066114611804485,-0.0564483269882202,-2.5021485419112444,-0.957826414179802,0.0132013133335113,0.420186245765686,-0.3160032798433304,-2.194280993357897,0.0302771778619288,0.4730950570917129,-0.0014243561244011,-3.0967645090550184,-0.3568666671943665,0.6425414956021308,0.7851616861963272,-0.1899721613049507,-0.1204180297040939,2.247612738006115,-0.6937070504784585,-0.6676207120203972,-2.1923164582455157
263,-1.13759,-0.9198350835418702,1.954155586783886,0.3279474716901778,-0.3126967150759697,-1.8895970373749733,0.7218775322437286,-0.0142189384257793,-0.2915521035373211,0.1868769384050368,0.1498482450723647,-2.6406938510417937,-0.8974007267665863,0.2256179936265945,0.6014168749117851,-0.2449493215703964,-2.3031003456306456,0.0740720789360999,0.8528037558555602,0.3257258557915687,-3.1393107185423377,-0.0688259552097321,0.9552917859458924,0.9914099376392363,0.0138602480065822,0.0065783686733245,2.734110001833439,-0.6473513454198838,-0.6751200341331959,-2.3130581679201128
264,-1.27871,-0.8244752883207799,2.126002955985069,0.431814149403572,-0.2164042941832543,-2.0227623364835976,0.9216719611883164,0.149922991027832,-0.1473360112929344,0.3437256633806228,0.2675115916466712,-2.677622977476716,-0.92122033749938,0.3696836501979827,0.8468199268651008,-0.1557362486720085,-2.3057073939561845,0.0935834158468246,1.1485002657032013,0.4518456879639625,-3.152272063600421,0.0293872102355956,1.386221094455719,1.2286264199447632,0.1132589673566817,0.1771618517184257,3.057859650280476,-0.5820771747791768,-0.762383294607401,-2.499973264729977
265,-1.4233,-0.7011891961216927,2.560962883517742,0.5656562202882767,-0.0978779715776444,-2.208423834143877,1.1468815250110629,0.2400885086011886,0.0051651793587207,0.5261095697689055,0.2906873678994178,-2.745477487976551,-0.972250684813261,0.5450421917819976,0.9912981962108612,-0.0342365093076229,-2.424584796049595,0.1773774069738387,1.3007883548808097,0.6580962044358253,-3.183772953771949,0.2358808398151397,1.636735561747551,1.3447725746250152,0.281080247592926,0.2094328517341613,3.181004744427204,-0.5686078026020527,-0.7468117868089676,-2.6634809860765936
266,-1.56041,-0.6319640599763394,2.8109835744977,0.5342078032875061,-0.120264385240078,-2.380727701055408,1.3465358996653556,0.3306081257009505,0.1992972246718406,0.6575937455129623,0.5115371284914016,-2.7668395422947407,-0.9457758938896657,0.7016394985437393,1.1298183068943024,-0.0188752716970444,-2.5364292832422257,0.2747117411851882,1.3428835404777526,0.8807693133354186,-3.1949793732720613,0.4159525291466712,1.912757275094986,1.658124230155945,0.3478231007575988,0.3360374001026153,3.143260679450035,-0.635890676419735,-0.8021492754304409,-2.803675330661535
